notice_id,source_board,title,category,posted_date,notice_url,content
107,SW중심대학사업단 공지사항,[AI·SW페스티벌] AI·SW 창업아이디어경진대회 참가자 모집,학사,2025-09-15,https://swuniv.hs.ac.kr/07_01,
108,SW중심대학사업단 공지사항,[홍보] [한양대학교SW중심대학사업단] 2025 전국 대학생 SW창업 아이디어톤,행사,2025-09-12,https://swuniv.hs.ac.kr/07_01,
109,SW중심대학사업단 공지사항,[안내] 2025년 SW창업 동아리 모집,학사,2025-09-12,https://swuniv.hs.ac.kr/07_01,
110,SW중심대학사업단 공지사항,[안내] 2025학년도 2학기 OSS 특강 신청 안내,학사,2025-09-10,https://swuniv.hs.ac.kr/07_01,
111,SW중심대학사업단 공지사항,[안내] 오픈소스 SW 동아리 신청자 모집 (~9/26),학사,2025-09-10,https://swuniv.hs.ac.kr/07_01,
112,SW중심대학사업단 공지사항,2025년 하반기 제24회 TOPCIT 정기평가 접수 안내 (~9/18),학사,2025-09-10,https://swuniv.hs.ac.kr/07_01,
113,SW중심대학사업단 공지사항,[공지] 10개대학연합 SUMTECH Hackathon 2025,학사,2025-09-05,https://swuniv.hs.ac.kr/07_01,
114,SW중심대학사업단 공지사항,"[알림] 제23회 TOPCIT 성적 우수학생 총장상, 단장상 수상자 안내",학사,2025-09-03,https://swuniv.hs.ac.kr/07_01,
115,SW중심대학사업단 공지사항,[SW교육센터] 생성형 AI 공모전 멘토링(프롬프트 클리닉) 신청 안내,학사,2025-09-03,https://swuniv.hs.ac.kr/07_01,
116,SW중심대학사업단 공지사항,[재공지] SW중심대학사업단 에세이 공모전 방학 미션 SW중심대학덕분에,학사,2025-09-03,https://swuniv.hs.ac.kr/07_01,
117,SW중심대학사업단 공지사항,[홍보] 2025학년도 청년창업특강 신청자모집 (점심식사제공),행사,2025-09-02,https://swuniv.hs.ac.kr/07_01,
118,SW중심대학사업단 공지사항,[SW교육센터] 2025학년도 2학기 클린코딩클리닉 신청 안내,학사,2025-09-02,https://swuniv.hs.ac.kr/07_01,
119,SW중심대학사업단 공지사항,[SW중심대학사업] 2025-2학기 노트북 대여 안내(1차),학사,2025-08-25,https://swuniv.hs.ac.kr/07_01,
120,SW중심대학사업단 공지사항,[안내] 2025-1학기 SW포인트 신청자 명단,장학,2025-08-25,https://swuniv.hs.ac.kr/07_01,
121,SW중심대학사업단 공지사항,[안내] SW포인트 신청 확인 필요 명단,장학,2025-08-21,https://swuniv.hs.ac.kr/07_01,
122,SW중심대학사업단 공지사항,[SW교육센터] 2025학년도 2학기 실습강의 근로장학생 선발 공고(80시간),학사,2025-08-21,https://swuniv.hs.ac.kr/07_01,
123,SW중심대학사업단 공지사항,[안내] SW포인트 중 창업특강 참가 이력 확인 요망,장학,2025-08-18,https://swuniv.hs.ac.kr/07_01,
124,SW중심대학사업단 공지사항,[홍보] [충북대 산업인공지능센터] +AI Make A Thon,행사,2025-07-31,https://swuniv.hs.ac.kr/07_01,
125,SW중심대학사업단 공지사항,[홍보] [경기복지재단] 2026년 신규 사업 발굴 아이디어 공모전,행사,2025-07-23,https://swuniv.hs.ac.kr/07_01,
126,SW중심대학사업단 공지사항,[안내] 2025 상반기 교재/교안 개발 지원 사업 안내,학사,2025-07-23,https://swuniv.hs.ac.kr/07_01,
127,SW중심대학사업단 공지사항,[안내] 25-2학기 융합/특화전공 수강신청 및 분반 개설시간표 안내,학사,2025-07-22,https://swuniv.hs.ac.kr/07_01,
128,SW중심대학사업단 공지사항,[공고] SW중심대학사업단 에세이 공모전 방학 미션 SW중심대학덕분에,학사,2025-07-18,https://swuniv.hs.ac.kr/07_01,
129,SW중심대학사업단 공지사항,"[홍보] 경기대 2025 CSTS 썸머특강 안내 (7.21~7.23, ZOOM)",행사,2025-07-16,https://swuniv.hs.ac.kr/07_01,
130,SW중심대학사업단 공지사항,[홍보] 경기대학교-크래프톤 정글 웹개발 집중 캠프(8/11~8/22),행사,2025-07-15,https://swuniv.hs.ac.kr/07_01,
131,SW중심대학사업단 공지사항,[안내] 2025학년도 2학기 융합/특화전공 신청 안내(5차 접수 마감),학사,2025-07-15,https://swuniv.hs.ac.kr/07_01,
132,SW중심대학사업단 공지사항,[홍보] 2025 노인·장애인 보조기기 개발 제6회 국립재활원 보조기기 해커톤 참가자 모집,행사,2025-07-11,https://swuniv.hs.ac.kr/07_01,
133,SW중심대학사업단 공지사항,2025학년도 1학기 SW융합/특화전공 장학금 증빙 제출 안내,장학,2025-07-08,https://swuniv.hs.ac.kr/07_01,
134,SW중심대학사업단 공지사항,"[안내] 제11회 부산 창업 아이디어 경진대회 참가자 모집 공고(총 상금 6,150만원)",행사,2025-07-07,https://swuniv.hs.ac.kr/07_01,
135,SW중심대학사업단 공지사항,(추가안내) 2025년 1학기 SW포인트(소중한 포인트) 신청 안내,장학,2025-07-01,https://swuniv.hs.ac.kr/07_01,
136,SW중심대학사업단 공지사항,[재안내] 2025년도 SW포인트(소중한포인트) 안내,장학,2025-04-24,https://swuniv.hs.ac.kr/07_01,
137,SW중심대학사업단 공지사항,[안내] 2025 청년 창업가 양성 지원사업(몽골),학사,2025-06-25,https://swuniv.hs.ac.kr/07_01,
138,SW중심대학사업단 공지사항,[한라대학교 SW중심대학사업단] HL FMA 자율주행 경진대회,행사,2025-06-19,https://swuniv.hs.ac.kr/07_01,
139,SW중심대학사업단 공지사항,2025년 ICT 학점연계 프로젝트 인턴십 실습생 모집 안내(~7/10),학사,2025-06-19,https://swuniv.hs.ac.kr/07_01,
140,SW중심대학사업단 공지사항,[공지] MARS2025 관련 안내,학사,2025-06-13,https://swuniv.hs.ac.kr/07_01,
141,SW중심대학사업단 공지사항,[안내] 안랩클라우드메이트 인턴 추천 채용(기한: ~6/17까지),학사,2025-06-09,https://swuniv.hs.ac.kr/07_01,
142,SW중심대학사업단 공지사항,[공지] 화성특례시 MARS 2025 현장 체험학습 사전 수요조사,학사,2025-06-05,https://swuniv.hs.ac.kr/07_01,
143,SW중심대학사업단 공지사항,[안내] 2025-1 클린코딩클리닉 튜티 신청 기한 연장(~6/16),학사,2025-06-05,https://swuniv.hs.ac.kr/07_01,
144,SW중심대학사업단 공지사항,[공지] SW중심대학 SW창업캠프 선발 최종 결과 안내,학사,2025-06-04,https://swuniv.hs.ac.kr/07_01,
145,SW중심대학사업단 공지사항,[공지] SW중심대학 디지털경진대회 선발 최종 결과 안내,학사,2025-05-30,https://swuniv.hs.ac.kr/07_01,
146,SW중심대학사업단 공지사항,[공지] SW동아리 (융합/특화) 선발 안내,학사,2025-05-28,https://swuniv.hs.ac.kr/07_01,
147,SW중심대학사업단 공지사항,[홍보] 2025 오픈소스 개발자대회 (기한: ~6.30까지),행사,2025-05-28,https://swuniv.hs.ac.kr/07_01,
148,SW중심대학사업단 공지사항,[홍보] 네이버클라우드 인공지능(AI)전문인력 양성과정 (기한: ~5월 28일까지),행사,2025-05-27,https://swuniv.hs.ac.kr/07_01,
149,SW중심대학사업단 공지사항,[안내] 청년창업특강 비교과 마일리지 지급 방법 안내(~6/6 00시 마감),학사,2025-05-27,https://swuniv.hs.ac.kr/07_01,
150,SW중심대학사업단 공지사항,[연장안내] 2025 SW중심대학 디지털경진대회 참가 팀 모집 안내_AI부문(기한:~5/30까지),학사,2025-04-22,https://swuniv.hs.ac.kr/07_01,
151,SW중심대학사업단 공지사항,[안내] 2025-1 클린코딩클리닉 튜터 신청 기한 연장(~5/30),학사,2025-05-21,https://swuniv.hs.ac.kr/07_01,
152,SW중심대학사업단 공지사항,[안내] (사)한국디지털콘텐츠학회 2025년도 하계 종합학술대회 및 대학생논문경진대회 투고료 지원,학사,2025-05-20,https://swuniv.hs.ac.kr/07_01,
153,SW중심대학사업단 공지사항,[안내] SW중심대학사업 특화트랙 연합 2025 SW창업 캠프(7/14~7/18),학사,2025-05-20,https://swuniv.hs.ac.kr/07_01,
154,SW중심대학사업단 공지사항,[안내] SW융합·특화전공 포트폴리오 설명회 개최 일정 변경,학사,2025-05-20,https://swuniv.hs.ac.kr/07_01,
155,SW중심대학사업단 공지사항,[안내] SW융합전공 및 SW특화전공 신청 안내,학사,2025-05-19,https://swuniv.hs.ac.kr/07_01,
156,SW중심대학사업단 공지사항,[안내] SW융합·특화전공 포트폴리오 설명회 개최,학사,2025-05-16,https://swuniv.hs.ac.kr/07_01,
157,SW중심대학사업단 공지사항,[모집 기간 연장] SW융합동아리 모집 공고(기한: ~5/23까지),학사,2025-05-14,https://swuniv.hs.ac.kr/07_01,
158,SW중심대학사업단 공지사항,[홍보] 2025 창의적 아이템 기반 기술 창업 활성화 교육(기한: ~5/26까지),행사,2025-05-13,https://swuniv.hs.ac.kr/07_01,
159,SW중심대학사업단 공지사항,[홍보] (경기대학교) 2025 AI-Powered SW전공교수 TOPCIT 릴레이 특강,행사,2025-05-13,https://swuniv.hs.ac.kr/07_01,
160,SW중심대학사업단 공지사항,[홍보] 2025년 가상융합서비스 개발자 경진대회(기한:~6/12까지),행사,2025-05-12,https://swuniv.hs.ac.kr/07_01,
161,SW중심대학사업단 공지사항,[안내] 2025년 SW중심대학 AI창업 및 블록체인 창업 아이디어 경진대회 안내,학사,2025-05-09,https://swuniv.hs.ac.kr/07_01,
162,SW중심대학사업단 공지사항,[홍보] 생성형AI·공공데이터 창업경진대회 (기한: 5.30까지),행사,2025-05-08,https://swuniv.hs.ac.kr/07_01,
163,SW중심대학사업단 공지사항,[안내] 2025-1 클린코딩클리닉 참여자 모집 안내,학사,2025-04-28,https://swuniv.hs.ac.kr/07_01,
164,SW중심대학사업단 공지사항,[안내] SW 융합/특화 동아리(LAB) 신청자 모집(~5/9),학사,2025-04-24,https://swuniv.hs.ac.kr/07_01,
165,SW중심대학사업단 공지사항,[홍보] AI 및 컴퓨터 비전을 통한 이미지 분류기 만들기 교육프로그램,행사,2025-04-24,https://swuniv.hs.ac.kr/07_01,
166,SW중심대학사업단 공지사항,[홍보/마감] 비교과 마일리지·SW포인트지급 2025 청년창업특강 신청자 모집,행사,2025-04-22,https://swuniv.hs.ac.kr/07_01,
167,SW중심대학사업단 공지사항,[홍보] 2025 아이소리공모전 개최(기한: ~6/30까지),행사,2025-04-22,https://swuniv.hs.ac.kr/07_01,
168,SW중심대학사업단 공지사항,[안내] 2025 산학협력프로젝트 선정관련 정보 공개,학사,2025-04-22,https://swuniv.hs.ac.kr/07_01,
169,SW중심대학사업단 공지사항,"[홍보] 배리어프리 앱 개발 콘테스트(신청기한: 5/21, 5시까지)",행사,2025-04-21,https://swuniv.hs.ac.kr/07_01,
170,SW중심대학사업단 공지사항,[홍보] 2025 서울특별시장애청소년IT챌린지 IT체험 부스운영 대학생 서포터즈 모집,행사,2025-04-18,https://swuniv.hs.ac.kr/07_01,
171,SW중심대학사업단 공지사항,[홍보] 제23회 TOPCIT 정기평가 설명회 안내,행사,2025-04-14,https://swuniv.hs.ac.kr/07_01,
172,SW중심대학사업단 공지사항,[안내] 제23회 상반기 TOPCIT 정기평가 응시자 모집,학사,2025-04-10,https://swuniv.hs.ac.kr/07_01,
173,SW중심대학사업단 공지사항,[안내] 2025 산학협력 프로젝트 선정과제 공지 및 학생연구원 신청 안내,학사,2025-04-07,https://swuniv.hs.ac.kr/07_01,
174,SW중심대학사업단 공지사항,[안내] 2025년 SW중심대학 AI 창업 아이디어 경진대회 참가를 위한 온라인 교육 진행 (4/9),학사,2025-04-04,https://swuniv.hs.ac.kr/07_01,
175,SW중심대학사업단 공지사항,[수정 안내] 2025 산학협력 프로젝트 정정 공고 (연구자 마감 연장 ~4/6),학사,2025-03-25,https://swuniv.hs.ac.kr/07_01,
176,SW중심대학사업단 공지사항,[홍보] 2025 용인세브란스병원 디지털 헬스케어 해커톤,행사,2025-03-24,https://swuniv.hs.ac.kr/07_01,
177,SW중심대학사업단 공지사항,[안내] 2025 산학협력 프로젝트 공고(전체 설명회 3/25),학사,2025-03-18,https://swuniv.hs.ac.kr/07_01,
178,SW중심대학사업단 공지사항,[홍보] ICT학점연계 프로젝트 인턴십 하반기 글로벌 실습생 모집 안내(~4/1까지 신청),행사,2025-03-18,https://swuniv.hs.ac.kr/07_01,
179,SW중심대학사업단 공지사항,[홍보] 2025년 SW중심대학 AI 창업 아이디어 경진대회 개최 안내,학사,2025-03-18,https://swuniv.hs.ac.kr/07_01,
180,SW중심대학사업단 공지사항,"[안내] 2025 한이음 드림업(구.ICT멘토링) 대학 사업설명회 (캡스톤디자인 수강 3,4학년 대상)",학사,2025-03-07,https://swuniv.hs.ac.kr/07_01,
