course_id,course_code,course_name,credit,theory_hours,practice_hours,course_description,source_url
33,KYA30,기초독일어실습Ⅰ,2.0,2.0,0.0,"교내온라인 / 독어독문학 수강금지(1학년허용), 구)독일어Ⅰ",https://sugang.hs.ac.kr/course/subject/list
34,KY662,초급일본어Ⅰ,2.0,2.0,0.0,일본학과수강금지(1학년허용),https://sugang.hs.ac.kr/course/subject/list
35,KY245,수재수학:수포자를위한재미있는수학,3.0,3.0,0.0, ,https://sugang.hs.ac.kr/course/subject/list
36,KYC88,인간관계와의사소통,3.0,3.0,0.0,교내온라인,https://sugang.hs.ac.kr/course/subject/list
37,KY896,서양고전문학길잡이,3.0,3.0,0.0,교내온라인,https://sugang.hs.ac.kr/course/subject/list
38,KY800,구급과안전교육,2.0,2.0,0.0, ,https://sugang.hs.ac.kr/course/subject/list
39,KYA88,기독교와음식문화,3.0,3.0,0.0,"교양필수아님,일반교양선택과목,교내온라인",https://sugang.hs.ac.kr/course/subject/list
40,KYA67,지혜로운소비와재테크,3.0,3.0,0.0, ,https://sugang.hs.ac.kr/course/subject/list
41,KYA76,기술과인간의미래,3.0,3.0,0.0,구)기계와인간의미래,https://sugang.hs.ac.kr/course/subject/list
42,KY818,농구,2.0,2.0,0.0,특수체육학 전공생 수강금지(특수체육학계열 1학년은 수강 가능) 이론 수업 시 10201호,https://sugang.hs.ac.kr/course/subject/list
43,KY724,드라마의이해,3.0,3.0,0.0, ,https://sugang.hs.ac.kr/course/subject/list
44,KY646,프랑스어회화및실습Ⅰ,2.0,2.0,0.0,교내온라인,https://sugang.hs.ac.kr/course/subject/list
45,KY961,결혼과가족,3.0,3.0,0.0,블랜디드 수업,https://sugang.hs.ac.kr/course/subject/list
46,KYC91,중국사를통해본리더십,3.0,3.0,0.0,교내온라인,https://sugang.hs.ac.kr/course/subject/list
47,KYA81,금융과사회,3.0,3.0,0.0,교내온라인,https://sugang.hs.ac.kr/course/subject/list
48,KY993,중급영어회화1,2.0,2.0,0.0,영문과수강금지(1학년허용) / 수강인원 5명 이상 개설(절대평가),https://sugang.hs.ac.kr/course/subject/list
49,KY286,서양사의이해,3.0,3.0,0.0, ,https://sugang.hs.ac.kr/course/subject/list
50,KYA21,물리란무엇인가,3.0,3.0,0.0,구) 물리및실험 이수자 수강 불가,https://sugang.hs.ac.kr/course/subject/list
51,KYA24,중국문화길잡이,3.0,3.0,0.0,온라인 수강,https://sugang.hs.ac.kr/course/subject/list
52,KYA22,인간과교육,3.0,3.0,0.0,블랜디드 수업(강의실 변경 3203>3321),https://sugang.hs.ac.kr/course/subject/list
53,KYC45,게임과e스포츠영상의이해,3.0,3.0,0.0, ,https://sugang.hs.ac.kr/course/subject/list
54,*KY130,고급한국어회화2,3.0,3.0,0.0,"외국인학생 전용강의 / TOPIK 4급 듣기, 말하기",https://sugang.hs.ac.kr/course/subject/list
55,KYC87,인공지능시대말과글,3.0,3.0,0.0, ,https://sugang.hs.ac.kr/course/subject/list
56,KYC41,나를찾아떠나는여행,2.0,2.0,0.0,교목실 교양과목,https://sugang.hs.ac.kr/course/subject/list
57,KY667,초급일본어회화Ⅰ,1.0,1.0,0.0,일본학과수강금지(1학년허용),https://sugang.hs.ac.kr/course/subject/list
58,KYC96,공정거래와법정책이야기,3.0,3.0,0.0, ,https://sugang.hs.ac.kr/course/subject/list
59,KY508,1인미디어만들기,3.0,3.0,0.0, ,https://sugang.hs.ac.kr/course/subject/list
60,KY693,광고와삶,3.0,3.0,0.0,교내온라인 / 미디어영상광고홍보제외,https://sugang.hs.ac.kr/course/subject/list
61,KYA82,아동발달과양육사의이해,3.0,3.0,0.0,발달재활서비스제공인력 놀이심리재활 공통선택 과목 (강의실 변경 18420>18104),https://sugang.hs.ac.kr/course/subject/list
