schedule_id,offering_id,day_of_week,start_time,end_time,classroom
1,1,화,13:00:00,14:15:00,3308
2,1,화,14:30:00,15:45:00,3308
3,2,화,11:00:00,12:15:00,18211-1
4,2,목,09:30:00,10:45:00,18211-1
5,3,목,13:00:00,14:15:00,3505
6,3,목,14:30:00,15:45:00,3505
7,4,목,13:00:00,14:15:00,18211-1
8,4,목,14:30:00,15:45:00,18211-1
9,5,목,13:00:00,14:15:00,18212-1
10,5,목,14:30:00,15:45:00,18212-1
11,6,목,13:00:00,14:15:00,18420-1
12,6,목,14:30:00,15:45:00,18420-1
13,7,화,13:00:00,14:15:00,18211-1
14,7,화,14:30:00,15:45:00,18211-1
15,8,화,13:00:00,14:15:00,18212-1
16,8,화,14:30:00,15:45:00,18212-1
17,9,금,09:30:00,10:45:00,18103
18,9,금,11:00:00,12:15:00,18103
19,10,금,09:30:00,10:45:00,18104
20,10,금,11:00:00,12:15:00,18104
21,11,금,13:00:00,14:15:00,3308
22,11,금,14:30:00,15:45:00,3308
23,12,금,16:00:00,17:15:00,3308
24,12,금,17:30:00,18:45:00,3308
25,13,목,11:00:00,12:40:00,18211-1
26,14,화,11:00:00,12:40:00,3505
27,15,월,11:00:00,12:15:00,18211-1
28,15,수,09:30:00,10:45:00,18211-1
29,16,월,11:00:00,12:15:00,18212-1
30,16,수,09:30:00,10:45:00,18212-1
31,17,금,09:30:00,10:45:00,18211-1
32,17,금,11:00:00,12:15:00,18211-1
33,18,금,09:30:00,10:45:00,18212-1
34,18,금,11:00:00,12:15:00,18212-1
35,19,월,09:30:00,10:45:00,18211-1
36,19,수,11:00:00,12:15:00,18211-1
37,20,월,09:30:00,10:45:00,18212-1
38,20,수,11:00:00,12:15:00,18212-1
39,21,월,13:00:00,14:15:00,3505
40,21,수,13:00:00,14:15:00,3505
41,22,금,09:30:00,10:45:00,10206
42,22,금,11:00:00,12:15:00,10206
43,23,금,13:00:00,14:15:00,10206
44,23,금,14:30:00,15:45:00,10206
45,24,금,13:00:00,14:15:00,10301
46,24,금,14:30:00,15:45:00,10301
47,25,금,16:00:00,17:15:00,10301
48,25,금,17:30:00,18:45:00,10301
49,26,화,16:00:00,17:15:00,10206
50,26,화,17:30:00,18:45:00,10206
51,27,목,13:00:00,14:15:00,10206
52,27,목,14:30:00,15:45:00,10206
53,28,월,17:30:00,18:20:00,4107
54,34,월,11:00:00,12:40:00,18420
55,35,화,16:00:00,17:15:00,18421
56,35,화,17:30:00,18:45:00,18421
57,36,월,13:00:00,14:15:00,18519
58,36,수,13:00:00,14:15:00,18519
59,37,금,13:00:00,14:15:00,18421
60,37,금,14:30:00,15:45:00,18421
61,38,월,17:30:00,18:20:00,채플실
62,39,금,13:00:00,14:15:00,18212
63,39,금,14:30:00,15:45:00,18212
64,40,목,11:00:00,12:40:00,18420
65,41,월,11:00:00,12:40:00,18211
66,42,목,17:30:00,19:10:00,18420
67,43,화,13:00:00,14:15:00,18106
68,43,화,14:30:00,15:45:00,18106
69,44,화,13:00:00,14:15:00,7215
70,44,화,14:30:00,15:45:00,7215
71,140,금,13:00:00,14:15:00,3308
72,140,금,14:30:00,15:45:00,3308
73,141,화,13:00:00,14:15:00,3308
74,141,화,14:30:00,15:45:00,3308
75,142,금,16:00:00,17:15:00,3308
76,142,금,17:30:00,18:45:00,3308
77,143,금,13:00:00,14:15:00,20502
78,143,금,14:30:00,15:45:00,20502
79,144,목,13:00:00,14:15:00,3406
80,144,목,14:30:00,15:45:00,3406
81,145,목,13:00:00,14:15:00,3405
82,145,목,14:30:00,15:45:00,3405
83,146,화,13:00:00,14:15:00,20506
84,146,화,14:30:00,15:45:00,20506
85,147,금,09:30:00,10:45:00,3406
86,147,금,11:00:00,12:15:00,3406
87,148,월,11:00:00,12:15:00,20502
88,148,수,09:30:00,10:45:00,20502
89,149,금,09:30:00,10:45:00,20502
90,149,금,11:00:00,12:15:00,20502
91,150,화,11:00:00,12:15:00,20506
92,150,목,09:30:00,10:45:00,20506
93,151,월,09:30:00,10:45:00,20502
94,151,수,11:00:00,12:15:00,20502
95,152,목,13:00:00,14:15:00,3505
96,152,목,14:30:00,15:45:00,3505
97,153,금,13:00:00,14:15:00,10206
98,153,금,14:30:00,15:45:00,10206
99,154,화,13:00:00,14:15:00,10206
100,154,화,14:30:00,15:45:00,10206
101,155,화,16:00:00,17:15:00,10206
102,155,화,17:30:00,18:45:00,10206
103,156,금,09:30:00,10:45:00,10301
104,156,금,11:00:00,12:15:00,10301
105,157,금,16:00:00,17:15:00,10301
106,157,금,17:30:00,18:45:00,10301
107,158,월,13:00:00,14:15:00,10206
108,158,수,13:00:00,14:15:00,10206
109,159,월,14:30:00,15:45:00,10206
110,159,수,14:30:00,15:45:00,10206
111,160,월,13:00:00,14:15:00,3424
112,160,수,13:00:00,14:15:00,3424
113,161,월,14:30:00,15:45:00,3424
114,161,수,14:30:00,15:45:00,3424
115,162,월,09:30:00,10:45:00,3424
116,162,수,11:00:00,12:15:00,3424
117,163,월,11:00:00,12:15:00,3424
118,163,수,09:30:00,10:45:00,3424
119,164,화,13:00:00,14:15:00,20502
120,164,화,14:30:00,15:45:00,20502
121,165,월,17:30:00,18:20:00,4105
122,165,수,16:00:00,16:50:00,4105
123,166,월,14:30:00,15:20:00,채플실
124,167,수,14:30:00,15:20:00,채플실
125,168,월,16:00:00,16:50:00,채플실
126,169,수,16:00:00,16:50:00,채플실
127,170,화,11:00:00,12:40:00,3321
128,171,월,17:30:00,18:45:00,20507
129,171,수,16:00:00,17:15:00,20507
130,173,월,11:00:00,12:40:00,18519
131,174,월,17:30:00,19:10:00,18519
132,175,화,11:00:00,12:40:00,18421
133,176,화,17:30:00,19:10:00,18421
134,177,화,17:30:00,19:10:00,18519
135,178,수,11:00:00,12:40:00,18421
136,179,수,17:30:00,19:10:00,18421
137,180,금,11:00:00,12:40:00,18421
138,181,금,13:00:00,14:40:00,18421
139,182,월,17:30:00,18:20:00,4107
140,183,월,17:30:00,18:20:00,채플실
141,184,금,13:00:00,14:15:00,18420
142,184,금,14:30:00,15:45:00,18420
143,185,금,13:00:00,14:40:00,7215
144,399,화,13:00:00,14:15:00,3308
145,399,화,14:30:00,15:45:00,3308
146,400,목,13:00:00,14:15:00,3503
147,400,목,14:30:00,15:45:00,3503
148,401,금,13:00:00,14:15:00,3405
149,401,금,14:30:00,15:45:00,3405
150,402,목,13:00:00,14:15:00,3405
151,402,목,14:30:00,15:45:00,3405
152,403,화,13:00:00,14:15:00,3405
153,403,화,14:30:00,15:45:00,3405
154,404,화,13:00:00,14:15:00,3411
155,404,화,14:30:00,15:45:00,3411
156,405,금,09:30:00,10:45:00,3405
157,405,금,11:00:00,12:15:00,3405
158,406,화,13:00:00,14:15:00,3406
159,406,화,14:30:00,15:45:00,3406
160,407,금,13:00:00,14:15:00,3308
161,407,금,14:30:00,15:45:00,3308
162,408,금,16:00:00,17:15:00,3308
163,408,금,17:30:00,18:45:00,3308
164,409,화,11:00:00,12:15:00,3408
165,409,목,09:30:00,10:45:00,3408
166,410,금,09:30:00,10:45:00,3411
167,410,금,11:00:00,12:15:00,3411
168,411,화,09:30:00,10:45:00,3408
169,411,목,11:00:00,12:15:00,3408
170,412,목,13:00:00,14:15:00,3505
171,412,목,14:30:00,15:45:00,3505
172,413,화,11:00:00,12:15:00,3410
173,413,목,09:30:00,10:45:00,3410
174,414,금,09:30:00,10:45:00,3412
175,414,금,11:00:00,12:15:00,3412
176,415,화,09:30:00,10:45:00,3505
177,415,목,11:00:00,12:15:00,3505
178,416,월,13:00:00,14:15:00,10203
179,416,수,13:00:00,14:15:00,10203
180,417,월,11:00:00,12:15:00,10203
181,417,수,09:30:00,10:45:00,10203
182,418,월,13:00:00,14:15:00,10205
183,418,수,13:00:00,14:15:00,10205
184,419,월,13:00:00,14:15:00,10301
185,419,수,13:00:00,14:15:00,10301
186,420,월,14:30:00,15:45:00,10301
187,420,수,14:30:00,15:45:00,10301
188,421,목,13:00:00,14:15:00,10205
189,421,목,14:30:00,15:45:00,10205
190,422,월,17:30:00,18:20:00,4105
191,422,수,16:00:00,16:50:00,4105
192,423,월,14:30:00,15:20:00,채플실
193,424,수,14:30:00,15:20:00,채플실
194,425,월,16:00:00,16:50:00,채플실
195,426,수,16:00:00,16:50:00,채플실
196,427,화,17:30:00,19:10:00,18420
197,428,화,16:00:00,17:15:00,18421
198,428,화,17:30:00,18:45:00,18421
199,429,화,13:00:00,14:15:00,18520
200,429,화,14:30:00,15:45:00,18520
201,430,금,13:00:00,14:15:00,18421
202,430,금,14:30:00,15:45:00,18421
203,431,월,17:30:00,18:20:00,채플실
204,432,월,17:30:00,18:20:00,4107
205,433,금,13:00:00,14:15:00,18212
206,433,금,14:30:00,15:45:00,18212
207,434,목,11:00:00,12:40:00,18212
208,435,목,17:30:00,19:10:00,18212
209,436,목,11:00:00,12:40:00,18420
210,437,목,17:30:00,19:10:00,18420
211,438,금,13:00:00,14:40:00,7215
212,439,화,13:00:00,14:15:00,18418
213,439,화,14:30:00,15:45:00,18418
214,440,화,13:00:00,14:15:00,7215
215,440,화,14:30:00,15:45:00,7215
216,548,화,11:00:00,12:15:00,18519
217,548,목,09:30:00,10:45:00,18519
218,550,월,14:30:00,15:45:00,18211
219,550,수,14:30:00,15:45:00,18211
220,551,화,13:00:00,14:15:00,18211
221,551,화,14:30:00,15:45:00,18211
222,554,수,11:00:00,12:40:00,4107
223,555,화,13:00:00,14:15:00,18523
224,555,화,14:30:00,15:45:00,18523
225,558,목,11:00:00,12:40:00,4107
226,559,수,11:00:00,12:40:00,18211
227,560,수,17:30:00,19:10:00,18211
228,561,월,16:00:00,17:15:00,18418
229,561,수,17:30:00,18:45:00,18418
230,570,화,13:00:00,14:15:00,18103
231,570,목,13:00:00,14:15:00,18103
232,571,화,11:00:00,12:40:00,18103
233,572,월,18:50:00,19:40:00,3321
234,573,수,18:50:00,19:40:00,3321
235,574,월,18:50:00,19:40:00,3409
236,575,월,18:50:00,19:40:00,3410
237,576,월,18:50:00,19:40:00,3411
238,577,월,18:50:00,19:40:00,20402
239,578,월,18:50:00,19:40:00,20505
240,579,월,18:50:00,19:40:00,20506
241,580,화,18:50:00,19:40:00,3203
242,581,화,18:50:00,19:40:00,3201
243,582,화,18:50:00,19:40:00,3202
244,583,월,18:50:00,19:40:00,3505
245,584,월,18:50:00,19:40:00,3506
246,585,월,18:50:00,19:40:00,8101
247,586,월,18:50:00,19:40:00,8110
248,587,월,18:50:00,19:40:00,3405
249,588,월,18:50:00,19:40:00,3406
250,589,월,18:50:00,19:40:00,3407
251,590,월,18:50:00,19:40:00,3408
252,591,화,18:50:00,19:40:00,7106
253,592,화,18:50:00,19:40:00,3409
254,593,화,18:50:00,19:40:00,3410
255,594,화,18:50:00,19:40:00,3411
256,595,월,18:50:00,19:40:00,3204
257,596,월,18:50:00,19:40:00,3207
258,597,월,18:50:00,19:40:00,3308
259,598,월,18:50:00,19:40:00,7107
260,599,화,18:50:00,19:40:00,18420-1
261,600,수,18:50:00,19:40:00,18307
262,601,수,18:50:00,19:40:00,3407
263,602,수,18:50:00,19:40:00,3408
264,603,수,18:50:00,19:40:00,3409
265,604,화,18:50:00,19:40:00,3206
266,605,월,18:50:00,19:40:00,3206
267,606,수,18:50:00,19:40:00,3405
268,607,수,18:50:00,19:40:00,3406
269,608,수,18:50:00,19:40:00,3201
270,609,수,18:50:00,19:40:00,3202
271,610,수,18:50:00,19:40:00,3204
272,611,수,18:50:00,19:40:00,3206
273,612,월,18:50:00,19:40:00,3202
274,613,월,18:50:00,19:40:00,3203
275,614,월,18:50:00,19:40:00,18101
276,615,월,18:50:00,19:40:00,18102
277,616,월,18:50:00,19:40:00,18103
278,617,월,18:50:00,19:40:00,18211
279,618,월,18:50:00,19:40:00,18212
280,619,월,18:50:00,19:40:00,18211-1
281,620,수,18:50:00,19:40:00,3410
282,621,수,18:50:00,19:40:00,3411
283,622,수,18:50:00,19:40:00,3412
284,623,수,18:50:00,19:40:00,18102
285,624,수,18:50:00,19:40:00,18103
286,625,수,18:50:00,19:40:00,18104
287,626,수,18:50:00,19:40:00,18101
288,627,수,18:50:00,19:40:00,18105
289,628,수,18:50:00,19:40:00,18106
290,629,수,18:50:00,19:40:00,18211-1
291,630,수,18:50:00,19:40:00,18212
292,631,수,18:50:00,19:40:00,18212-1
293,632,수,18:50:00,19:40:00,7305
294,633,수,18:50:00,19:40:00,7106
295,634,수,18:50:00,19:40:00,7301
296,635,수,18:50:00,19:40:00,3207
297,636,수,18:50:00,19:40:00,3308
298,637,수,18:50:00,19:40:00,3505
299,638,수,18:50:00,19:40:00,3506
300,639,월,18:50:00,19:40:00,7215
301,640,월,18:50:00,19:40:00,7315
302,641,월,18:50:00,19:40:00,7316
303,642,수,18:50:00,19:40:00,7202
304,643,수,18:50:00,19:40:00,7215
305,644,월,18:50:00,19:40:00,10204
306,645,월,18:50:00,19:40:00,10201
307,646,수,18:50:00,19:40:00,18312
308,647,수,18:50:00,19:40:00,18314
309,648,수,18:50:00,19:40:00,18419
310,649,수,18:50:00,19:40:00,18422
311,650,수,18:50:00,19:40:00,18424
312,651,월,18:50:00,19:40:00,18312
313,652,월,18:50:00,19:40:00,18314
314,653,월,18:50:00,19:40:00,18419
315,654,수,18:50:00,19:40:00,18521
316,655,월,18:50:00,19:40:00,18422
317,656,월,18:50:00,19:40:00,18424
318,657,월,18:50:00,19:40:00,18104
319,658,월,18:50:00,19:40:00,20307
320,659,월,18:50:00,19:40:00,20301
321,660,월,18:50:00,19:40:00,20306
322,661,월,14:30:00,15:45:00,3203
323,661,수,14:30:00,15:45:00,3203
324,663,금,16:00:00,17:15:00,18523
325,663,금,17:30:00,18:45:00,18523
326,664,월,14:30:00,15:45:00,3412
327,664,수,14:30:00,15:45:00,3412
328,665,목,13:00:00,14:15:00,3506
329,665,목,14:30:00,15:45:00,3506
330,666,화,13:00:00,14:15:00,18421
331,666,화,14:30:00,15:45:00,18421
332,667,월,13:00:00,14:15:00,18519
333,667,수,13:00:00,14:15:00,18519
334,668,월,16:00:00,17:15:00,18519
335,668,수,17:30:00,18:45:00,18519
336,669,화,16:00:00,17:15:00,3505
337,669,화,17:30:00,18:45:00,3505
338,670,목,16:00:00,17:15:00,3203
339,670,목,17:30:00,18:45:00,3203
340,671,월,09:30:00,10:45:00,18520
341,671,수,11:00:00,12:15:00,18520
342,672,월,11:00:00,12:15:00,18418
343,672,수,09:30:00,10:45:00,18418
344,673,금,09:30:00,10:45:00,18523
345,673,금,11:00:00,12:15:00,18523
346,674,수,16:00:00,17:15:00,10301
347,674,수,17:30:00,18:45:00,10301
348,675,목,13:00:00,14:15:00,10301
349,675,목,14:30:00,15:45:00,10301
350,676,목,09:30:00,10:45:00,10301
351,676,목,11:00:00,12:15:00,10301
352,677,목,13:00:00,14:15:00,10206
353,677,목,14:30:00,15:45:00,10206
354,678,금,13:00:00,14:15:00,10204
355,678,금,14:30:00,15:45:00,10204
356,680,화,14:30:00,15:45:00,7103
357,680,목,14:30:00,15:45:00,7103
358,681,월,13:00:00,14:15:00,3408
359,681,수,13:00:00,14:15:00,3408
360,682,화,16:00:00,17:15:00,7215
361,682,화,17:30:00,18:45:00,7215
362,683,목,13:00:00,14:15:00,18106
363,683,목,14:30:00,15:45:00,18106
364,684,화,11:00:00,12:40:00,18420
365,685,수,11:00:00,12:40:00,18420
366,686,금,11:00:00,12:40:00,18420
367,687,금,13:00:00,14:40:00,18420
368,688,월,11:00:00,12:40:00,18420
369,689,월,17:30:00,19:10:00,18420
370,690,금,11:00:00,12:40:00,18211
371,691,금,13:00:00,14:40:00,18211
372,692,화,11:00:00,12:40:00,4107
373,696,목,13:00:00,14:15:00,18519
374,696,목,14:30:00,15:45:00,18519
375,697,화,13:00:00,14:15:00,18212-1
376,697,화,14:30:00,15:45:00,18212-1
377,698,월,13:00:00,14:15:00,18421
378,698,수,13:00:00,14:15:00,18421
379,699,월,14:30:00,15:45:00,18421
380,699,수,14:30:00,15:45:00,18421
381,701,월,13:00:00,14:15:00,3204
382,701,수,13:00:00,14:15:00,3204
383,702,화,13:00:00,14:15:00,18106
384,702,화,14:30:00,15:45:00,18106
385,703,월,09:30:00,10:45:00,3412
386,703,수,11:00:00,12:15:00,3412
387,704,월,13:00:00,14:15:00,3412
388,704,수,13:00:00,14:15:00,3412
389,705,화,09:30:00,10:45:00,3412
390,705,목,11:00:00,12:15:00,3412
391,706,화,11:00:00,12:15:00,3412
392,706,목,09:30:00,10:45:00,3412
393,707,월,11:00:00,12:15:00,3411
394,707,수,09:30:00,10:45:00,3411
395,708,월,13:00:00,14:15:00,3411
396,708,수,13:00:00,14:15:00,3411
397,709,화,09:30:00,10:45:00,3411
398,709,목,11:00:00,12:15:00,3411
399,710,화,11:00:00,12:15:00,3411
400,710,목,09:30:00,10:45:00,3411
401,711,화,13:00:00,14:15:00,20506
402,711,목,13:00:00,14:15:00,20506
403,712,월,09:30:00,10:45:00,20506
404,712,수,11:00:00,12:15:00,20506
405,713,월,11:00:00,12:15:00,20506
406,713,수,09:30:00,10:45:00,20506
407,714,월,13:00:00,14:15:00,20506
408,714,수,13:00:00,14:15:00,20506
409,715,월,14:30:00,15:45:00,20506
410,715,수,14:30:00,15:45:00,20506
411,716,월,13:00:00,14:15:00,18520
412,716,수,13:00:00,14:15:00,18520
413,717,화,14:30:00,15:45:00,18103
414,720,목,13:00:00,14:15:00,3308
415,720,목,14:30:00,15:45:00,3308
416,721,월,13:00:00,14:15:00,18211
417,721,수,13:00:00,14:15:00,18211
418,722,목,13:00:00,14:15:00,18523
419,722,목,14:30:00,15:45:00,18523
420,723,목,16:00:00,17:15:00,18523
421,723,목,17:30:00,18:45:00,18523
422,724,화,16:00:00,17:15:00,18519
423,724,화,17:30:00,18:45:00,18519
424,725,목,13:00:00,14:15:00,18520
425,725,목,14:30:00,15:45:00,18520
426,726,화,13:00:00,14:15:00,3203
427,726,화,14:30:00,15:45:00,3203
428,727,월,09:30:00,10:45:00,3203
429,727,수,11:00:00,12:15:00,3203
430,728,화,13:00:00,14:15:00,18420
431,728,화,14:30:00,15:45:00,18420
432,730,화,16:00:00,17:15:00,18211
433,730,화,17:30:00,18:45:00,18211
434,731,월,13:00:00,14:15:00,3321
435,731,수,13:00:00,14:15:00,3321
436,732,화,13:00:00,14:15:00,18308
437,732,화,14:30:00,15:45:00,18308
438,734,월,13:00:00,14:40:00,4105
439,735,금,17:30:00,19:10:00,4107
440,736,월,13:00:00,14:15:00,3506
441,736,수,13:00:00,14:15:00,3506
442,737,월,13:00:00,14:15:00,3505
443,737,수,13:00:00,14:15:00,3505
444,738,월,09:30:00,10:45:00,18102
445,738,수,11:00:00,12:15:00,18102
446,739,월,09:30:00,10:45:00,18106
447,739,수,11:00:00,12:15:00,18106
448,740,월,09:30:00,10:45:00,18103
449,740,수,11:00:00,12:15:00,18103
450,741,월,09:30:00,10:45:00,18104
451,741,수,11:00:00,12:15:00,18104
452,742,월,11:00:00,12:15:00,18211-1
453,742,수,09:30:00,10:45:00,18211-1
454,743,월,11:00:00,12:15:00,18104
455,743,수,09:30:00,10:45:00,18104
456,744,월,11:00:00,12:15:00,18102
457,744,수,09:30:00,10:45:00,18102
458,745,월,11:00:00,12:15:00,18103
459,745,수,09:30:00,10:45:00,18103
460,746,월,11:00:00,12:15:00,18106
461,746,수,09:30:00,10:45:00,18106
462,747,월,13:00:00,14:15:00,18104
463,747,수,13:00:00,14:15:00,18104
464,748,월,13:00:00,14:15:00,18102
465,748,수,13:00:00,14:15:00,18102
466,749,월,13:00:00,14:15:00,18103
467,749,수,13:00:00,14:15:00,18103
468,750,월,13:00:00,14:15:00,18106
469,750,수,13:00:00,14:15:00,18106
470,751,월,14:30:00,15:45:00,18103
471,751,수,14:30:00,15:45:00,18103
472,752,월,14:30:00,15:45:00,18104
473,752,수,14:30:00,15:45:00,18104
474,753,월,14:30:00,15:45:00,18102
475,753,수,14:30:00,15:45:00,18102
476,754,화,13:00:00,14:15:00,20505
477,754,화,14:30:00,15:45:00,20505
478,755,화,13:00:00,14:15:00,3408
479,755,화,14:30:00,15:45:00,3408
480,756,화,13:00:00,14:15:00,3412
481,756,화,14:30:00,15:45:00,3412
482,757,화,13:00:00,14:15:00,3410
483,757,화,14:30:00,15:45:00,3410
484,758,화,16:00:00,17:15:00,20502
485,758,화,17:30:00,18:45:00,20502
486,759,금,13:00:00,14:15:00,20505
487,759,금,14:30:00,15:45:00,20505
488,760,화,16:00:00,17:15:00,3408
489,760,화,17:30:00,18:45:00,3408
490,761,화,16:00:00,17:15:00,3412
491,761,화,17:30:00,18:45:00,3412
492,762,화,16:00:00,17:15:00,3410
493,762,화,17:30:00,18:45:00,3410
494,763,목,13:00:00,14:15:00,3409
495,763,목,14:30:00,15:45:00,3409
496,764,목,13:00:00,14:15:00,20505
497,764,목,14:30:00,15:45:00,20505
498,765,목,13:00:00,14:15:00,3410
499,765,목,14:30:00,15:45:00,3410
500,766,목,13:00:00,14:15:00,3412
501,766,목,14:30:00,15:45:00,3412
502,767,목,13:00:00,14:15:00,3407
503,767,목,14:30:00,15:45:00,3407
504,768,목,16:00:00,17:15:00,3410
505,768,목,17:30:00,18:45:00,3410
506,769,목,16:00:00,17:15:00,3412
507,769,목,17:30:00,18:45:00,3412
508,770,목,16:00:00,17:15:00,3407
509,770,목,17:30:00,18:45:00,3407
510,771,금,09:30:00,10:45:00,20502
511,771,금,11:00:00,12:15:00,20502
512,772,금,09:30:00,10:45:00,3503
513,772,금,11:00:00,12:15:00,3503
514,773,금,09:30:00,10:45:00,3408
515,773,금,11:00:00,12:15:00,3408
516,774,화,09:30:00,10:45:00,18424
517,775,화,11:00:00,12:15:00,18309
518,776,화,11:00:00,12:15:00,18308
519,777,수,09:30:00,10:45:00,18309
520,778,수,11:00:00,12:15:00,18309
521,779,목,09:30:00,10:45:00,18309
522,780,목,11:00:00,12:15:00,18424
523,781,월,13:00:00,14:15:00,18309
524,782,수,13:00:00,14:15:00,18309
525,783,목,13:00:00,14:15:00,18309
526,784,월,13:00:00,14:15:00,18308
527,785,수,11:00:00,12:15:00,18308
528,786,월,11:00:00,12:15:00,18308
529,787,화,13:00:00,14:15:00,3505
530,787,화,14:30:00,15:45:00,3505
531,788,목,13:00:00,14:15:00,3321
532,788,목,14:30:00,15:45:00,3321
533,789,월,09:30:00,10:45:00,3411
534,789,수,11:00:00,12:15:00,3411
535,790,월,11:00:00,12:15:00,3412
536,790,수,09:30:00,10:45:00,3412
537,791,목,13:00:00,14:15:00,3408
538,791,목,14:30:00,15:45:00,3408
539,792,화,13:00:00,14:15:00,3409
540,792,화,14:30:00,15:45:00,3409
541,793,화,16:00:00,17:15:00,3409
542,793,화,17:30:00,18:45:00,3409
543,794,화,13:00:00,14:15:00,20502
544,794,화,14:30:00,15:45:00,20502
545,795,목,13:00:00,14:15:00,20502
546,795,목,14:30:00,15:45:00,20502
547,796,월,16:00:00,17:15:00,3505
548,796,수,17:30:00,18:45:00,3505
549,797,화,13:00:00,14:15:00,18307
550,797,화,14:30:00,15:45:00,18307
551,798,화,13:00:00,14:15:00,18104
552,798,화,14:30:00,15:45:00,18104
553,800,화,13:00:00,14:40:00,17202
554,801,화,13:00:00,14:15:00,3204
555,801,화,14:30:00,15:45:00,3204
556,802,월,14:30:00,15:45:00,3506
557,802,수,14:30:00,15:45:00,3506
558,803,월,16:00:00,17:15:00,20404
559,805,목,13:00:00,14:15:00,18101
560,805,목,14:30:00,15:45:00,18101
561,806,화,16:00:00,17:15:00,18520
562,806,화,17:30:00,18:45:00,18520
563,808,화,16:00:00,17:15:00,18420-1
564,808,화,17:30:00,18:45:00,18420-1
565,809,월,13:00:00,14:15:00,3503
566,809,수,13:00:00,14:15:00,3503
567,820,월,11:00:00,12:15:00,4107
568,822,월,14:30:00,15:45:00,3207
569,822,수,14:30:00,15:45:00,3207
570,823,목,13:00:00,14:15:00,3207
571,823,목,14:30:00,15:45:00,3207
572,824,금,13:00:00,14:15:00,4107
573,824,금,14:30:00,15:45:00,4107
574,825,화,13:00:00,14:15:00,4107
575,825,화,14:30:00,15:45:00,4107
576,826,화,13:00:00,14:15:00,3207
577,826,화,14:30:00,15:45:00,3207
578,827,월,11:00:00,12:15:00,3207
579,828,목,16:00:00,17:15:00,4107
580,828,목,17:30:00,18:45:00,4107
581,829,월,13:00:00,14:15:00,3207
582,829,수,13:00:00,14:15:00,3207
583,830,화,16:00:00,17:15:00,4107
584,830,화,17:30:00,18:45:00,4107
585,831,월,13:00:00,14:15:00,4107
586,832,목,13:00:00,14:15:00,4107
587,832,목,14:30:00,15:45:00,4107
588,833,목,16:00:00,17:15:00,3207
589,833,목,17:30:00,18:45:00,3207
590,835,목,16:00:00,17:15:00,18110
591,835,목,17:30:00,18:45:00,18110
592,836,목,13:00:00,14:15:00,18311
593,836,목,14:30:00,15:45:00,18311
594,837,월,11:00:00,12:15:00,18110
595,837,수,09:30:00,10:45:00,18110
596,838,수,09:30:00,10:20:00,20307
597,839,화,09:30:00,10:45:00,20307
598,839,목,11:00:00,12:15:00,20307
599,840,금,09:30:00,10:45:00,20307
600,840,금,11:00:00,12:15:00,20307
601,841,화,16:00:00,17:15:00,3506
602,841,화,17:30:00,18:45:00,3506
603,842,월,17:30:00,18:45:00,18104
604,842,수,16:00:00,17:15:00,18104
605,843,화,13:00:00,14:15:00,20307
606,843,화,14:30:00,15:45:00,20307
607,844,목,09:30:00,10:20:00,20307
608,845,월,13:00:00,14:15:00,20307
609,845,수,13:00:00,14:15:00,20307
610,846,목,16:00:00,17:15:00,20307
611,846,목,17:30:00,18:45:00,20307
612,848,수,11:00:00,11:50:00,20307
613,849,월,14:30:00,15:45:00,20307
614,849,수,14:30:00,15:45:00,20307
615,850,목,13:00:00,14:15:00,20307
616,850,목,14:30:00,15:45:00,20307
617,851,화,09:30:00,10:45:00,7106
618,851,목,11:00:00,12:15:00,7106
619,852,목,16:00:00,17:15:00,7106
620,852,목,17:30:00,18:45:00,7106
621,853,화,13:00:00,14:15:00,7106
622,853,화,14:30:00,15:45:00,7106
623,854,화,16:00:00,17:15:00,7106
624,854,화,17:30:00,18:45:00,7106
625,856,수,17:30:00,18:20:00,7106
626,858,수,17:30:00,18:20:00,7104
627,860,월,11:00:00,12:15:00,7106
628,860,수,09:30:00,10:45:00,7106
629,863,목,13:00:00,14:15:00,18210
630,863,목,14:30:00,15:45:00,18210
631,864,목,16:00:00,17:15:00,18210
632,864,목,17:30:00,18:45:00,18210
633,865,금,13:00:00,14:15:00,18210
634,865,금,14:30:00,15:45:00,18210
635,866,목,16:00:00,17:15:00,18106
636,866,목,17:30:00,18:45:00,18106
637,867,월,13:00:00,14:15:00,18210
638,867,수,13:00:00,14:15:00,18210
639,868,월,14:30:00,15:45:00,18210
640,868,수,14:30:00,15:45:00,18210
641,869,금,09:30:00,10:45:00,18210
642,869,금,11:00:00,12:15:00,18210
643,870,화,16:00:00,17:15:00,18210
644,870,화,17:30:00,18:45:00,18210
645,871,화,13:00:00,14:15:00,20404
646,871,화,14:30:00,15:45:00,20404
647,872,목,13:00:00,14:15:00,3423
648,872,목,14:30:00,15:45:00,3423
649,873,월,11:00:00,12:40:00,8101
650,874,수,11:00:00,12:40:00,8101
651,876,금,16:00:00,17:15:00,18210
652,876,금,17:30:00,18:45:00,18210
653,877,금,13:00:00,14:15:00,8110
654,877,금,14:30:00,15:45:00,8110
655,878,화,09:30:00,10:45:00,18210
656,878,목,11:00:00,12:15:00,18210
657,879,화,11:00:00,12:15:00,18210
658,879,목,09:30:00,10:45:00,18210
659,880,월,14:30:00,15:45:00,18106
660,880,수,14:30:00,15:45:00,18106
661,881,화,13:00:00,14:15:00,18210
